Grade,Gauge,OrderWidth,Weight,CoilLength,EdgeCode,CleanSteelCategory,CastWidth,Caster,RollerCampaign,"MustCast, OrderBook, Stock"
Grade_11,0.075,53.97,47653.0,870.12,M, ,53.97,2,1,0
Grade_11,0.075,53.97,47653.0,870.12,M, ,53.97,2,1,0
Grade_11,0.08,50.125,53153.54932668329,998.28,C, ,52.47,2,1,0
Grade_11,0.08,50.125,51634.00817955112,998.28,C, ,50.97,2,1,0
Grade_11,0.115,49.65,45322.0,899.52,C, ,49.65,2,1,0
Grade_11,0.19,49.65,49585.0,984.12,C, ,49.65,2,1,0
Grade_11,0.19,49.65,49585.0,984.12,C, ,49.65,2,1,0
Grade_11,0.176,49.65,47674.0,946.2,C, ,49.65,2,1,0
Grade_11,0.167,49.494,42400.4952115408,842.52,C, ,49.594,2,1,0
Grade_11,0.131,49.525,50848.74572438163,1010.28,C, ,49.594,2,1,0
Grade_11,0.155,48.425,60332.112338668056,1198.8,M, ,49.594,2,2,0
Grade_11,0.155,48.425,60332.112338668056,1198.8,M, ,49.594,2,2,0
Grade_11,0.155,48.425,58910.0,1198.8,M, ,48.425,2,2,0
Grade_11,0.155,48.425,58910.0,1198.8,M, ,48.425,2,2,0
Grade_11,0.165,48.4,49608.0,1010.04,M, ,48.4,2,2,0
Grade_11,0.14,48.4,49608.0,1010.04,M, ,48.4,2,2,0
Grade_11,0.115,48.152,58910.0,1205.52,M, ,48.152,2,2,0
Grade_11,0.115,48.152,58910.0,1205.52,M, ,48.152,2,2,0
Grade_11,0.115,47.775,53235.0,1098.0,C, ,47.775,2,2,0
Grade_11,0.1,47.625,62144.0,1284.0,C, ,47.625,2,2,0
Grade_11,0.08,45.125,47578.51246537396,1016.4,C, ,46.125,2,2,0
Grade_11,0.08,45.125,46547.0,1016.4,C, ,45.125,2,2,0
Grade_11,0.086,44.344,53235.0,1182.96,C, ,44.344,2,2,0
Grade_11,0.08,44.344,53235.0,1182.96,C, ,44.344,2,2,0
Grade_11,0.086,44.344,53235.0,1182.96,C, ,44.344,2,2,0
Grade_11,0.08,44.344,53235.0,1182.96,C, ,44.344,2,2,0
Grade_11,0.08,43.625,53235.0,1202.52,C, ,43.625,2,2,0
Grade_11,0.08,43.625,53235.0,1202.52,C, ,43.625,2,2,0
Grade_11,0.112,42.65,48342.0,1116.96,C, ,42.65,2,2,0
Grade_11,0.112,42.65,48342.0,1116.96,C, ,42.65,2,2,0
Grade_11,0.106,42.5,49509.0,1147.92,C, ,42.5,2,2,0
Grade_11,0.08,42.5,53235.0,1234.32,C, ,42.5,2,2,0
Grade_11,0.08,42.5,53235.0,1234.32,C, ,42.5,2,2,0
Grade_11,0.08,42.5,53235.0,1234.32,C, ,42.5,2,2,0
Grade_11,0.155,42.469,53273.85857919894,1235.16,C, ,42.5,2,3,2
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,2,3,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,2,3,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,2,3,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,2,3,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,2,3,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,2,3,0
Grade_11,0.095,37.969,45658.385393347206,1098.24,C, ,40.969,2,3,0
