Grade,Gauge,OrderWidth,Weight,CoilLength,EdgeCode,CleanSteelCategory,CastWidth,Caster,RollerCampaign,"MustCast, OrderBook, Stock"
Grade_28,0.129,63.65,73875.0,1142.0,M, ,63.65,1,2,0
Grade_28,0.129,63.65,73875.0,1142.0,M, ,63.65,1,2,0
Grade_28,0.129,63.65,73875.0,1149.0,M, ,63.65,1,2,0
Grade_28,0.16,62.4,44537.0,703.0,C, ,62.4,1,2,0
Grade_28,0.144,61.525,48906.0,785.0,C, ,61.525,1,2,0
Grade_28,0.101,61.525,45849.0,737.0,C, ,61.525,1,2,0
Grade_28,0.0996,60.9,46800.0,760.0,M, ,60.9,1,2,0
Grade_28,0.238,60.4,71507.08609271522,1153.0,M, ,60.9,1,2,0
Grade_28,0.314,60.15,48895.09226932669,790.0,M, ,60.65,1,2,0
Grade_28,0.251,58.4,50874.34160958904,822.0,M, ,60.65,1,2,0
Grade_28,0.178,60.15,72843.52369077307,1180.0,M, ,60.65,1,2,0
Grade_28,0.1146,60.4,48681.68543046357,774.0,M, ,61.9,1,2,0
Grade_28,0.114,60.4,47475.69536423842,770.0,M, ,60.65,1,2,0
Grade_28,0.114,60.4,47475.69536423842,770.0,M, ,60.65,1,2,0
Grade_28,0.1,60.4,76516.40149006623,1242.0,M, ,60.65,1,2,0
Grade_28,0.1,60.4,76516.40149006623,1243.0,M, ,60.65,1,2,0
Grade_28,0.1,60.4,76516.40149006623,1242.0,M, ,60.65,1,2,0
Grade_28,0.104,60.15,48666.20532003325,790.0,M, ,60.65,1,2,0
Grade_28,0.104,60.15,48666.20532003325,790.0,M, ,60.65,1,2,0
Grade_28,0.08,60.65,72890.0,1190.0,M, ,60.65,1,2,0
Grade_28,0.08,60.65,72890.0,1190.0,M, ,60.65,1,2,0
Grade_28,0.08,60.65,72890.0,1183.0,M, ,60.65,1,2,0
Grade_27,0.306,61.525,48736.68590004064,860.0,C, ,65.4,2,1,0
Grade_27,0.245,61.525,48736.68590004064,730.0,C, ,65.4,2,1,0
Grade_27,0.183,61.525,48736.68590004064,730.0,C, ,65.4,2,1,0
Grade_27,0.183,61.525,48736.68590004064,730.0,C, ,65.4,2,1,0
Grade_27,0.183,61.525,50793.87891101179,779.0,C, ,63.900000000000006,2,1,0
Grade_27,0.183,63.75,54259.377488825645,1091.7111898132014,C, ,63.900000000000006,2,1,2
Grade_26,0.116,61.525,50674.6444534742,791.0,C, ,63.75,2,1,0
Grade_26,0.096,61.525,50595.154815115806,791.0,C, ,63.65,2,1,0
Grade_26,0.096,61.525,50595.154815115806,787.0,C, ,63.65,2,1,0
Grade_26,0.096,61.525,50595.154815115806,786.0,C, ,63.65,2,1,0
Grade_26,0.096,61.525,50595.154815115806,786.0,C, ,63.65,2,1,0
Grade_26,0.096,61.525,50595.154815115806,787.0,C, ,63.65,2,1,0
Grade_26,0.096,61.525,50595.154815115806,786.0,C, ,63.65,2,1,0
Grade_26,0.096,61.525,50595.154815115806,787.0,C, ,63.65,2,1,0
Grade_26,0.096,61.525,50595.154815115806,786.0,C, ,63.65,2,1,0
Grade_26,0.126,60.65,79970.21681780709,1249.0,M, ,63.65,2,1,0
Grade_26,0.096,60.65,79970.21681780709,1244.0,M, ,63.65,2,1,0
Grade_26,0.096,60.65,79970.21681780709,1244.0,M, ,63.65,2,1,0
Grade_26,0.096,60.65,79970.21681780709,1244.0,M, ,63.65,2,1,0
Grade_26,0.096,60.65,79970.21681780709,1244.0,M, ,63.65,2,1,0
Grade_26,0.096,60.65,79970.21681780709,1244.0,M, ,63.65,2,1,0
Grade_26,0.087,60.65,49851.645507007415,775.0,M, ,63.65,2,1,0
Grade_26,0.087,60.65,49851.645507007415,775.0,M, ,63.65,2,1,0
Grade_26,0.1295,60.4,50057.98509933775,783.0,M, ,63.65,2,1,0
Grade_26,0.1295,60.4,50057.98509933775,783.0,M, ,63.65,2,1,0
Grade_26,0.25,60.15,76446.66583541148,1184.0,M, ,63.65,2,1,0
Grade_26,0.25,60.15,76446.66583541148,1184.0,M, ,63.65,2,1,0
Grade_26,0.25,60.15,76446.66583541148,1191.0,M, ,63.65,2,1,0
Grade_26,0.185,60.15,51313.64588528678,799.0,M, ,63.65,2,1,0
Grade_26,0.25,60.15,76446.66583541148,1191.0,M, ,63.65,2,2,1
Grade_26,0.25,63.65,72243.0,1149.0,M, ,63.65,2,2,2
Grade_26,0.25,63.65,72243.0,1142.0,M, ,63.65,2,2,2
Grade_26,0.25,63.65,63337.24567913404,1001.2199737769898,M, ,63.65,2,2,2
Grade_28,0.16,62.4,45429.16746794872,703.0,C, ,63.65,2,2,0
Grade_28,0.154,62.9,49481.0,771.0,M, ,62.9,2,2,0
Grade_28,0.16,62.4,44537.0,703.0,C, ,62.4,2,2,0
Grade_28,0.129,60.9,47765.22167487685,764.0,M, ,61.525,2,2,0
Grade_28,0.109,60.9,54429.0,884.0,M, ,60.9,2,2,0
Grade_28,0.365,60.4,72897.50165562914,1176.0,M, ,60.9,2,2,0
Grade_28,0.314,60.15,48895.09226932669,790.0,M, ,60.65,2,2,0
Grade_28,0.314,60.15,48895.09226932669,790.0,M, ,60.65,2,2,0
Grade_28,0.194,60.15,49701.27680798005,790.0,M, ,61.65,2,2,0
Grade_28,0.129,60.4,47962.25165562914,762.0,M, ,61.9,2,2,0
Grade_28,0.1146,60.4,47698.6142384106,774.0,M, ,60.65,2,2,0
Grade_28,0.114,60.4,47475.69536423842,770.0,M, ,60.65,2,2,0
Grade_28,0.114,60.4,47698.6142384106,774.0,M, ,60.65,2,2,0
Grade_28,0.1,60.4,76516.40149006623,1242.0,M, ,60.65,2,2,0
Grade_28,0.1,60.4,76516.40149006623,1242.0,M, ,60.65,2,2,0
Grade_28,0.104,60.15,48666.20532003325,790.0,M, ,60.65,2,2,0
Grade_28,0.104,60.15,48666.20532003325,790.0,M, ,60.65,2,2,0
Grade_28,0.1035,60.05,48976.51623646961,795.0,M, ,60.65,2,2,0
Grade_28,0.08,60.65,72890.0,1190.0,M, ,60.65,2,2,0
Grade_28,0.08,60.65,72890.0,1183.0,M, ,60.65,2,2,0
Grade_28,0.08,60.65,72890.0,1183.0,M, ,60.65,2,2,0
