Grade,Gauge,OrderWidth,Weight,CoilLength,EdgeCode,CleanSteelCategory,CastWidth,Caster,RollerCampaign,"MustCast, OrderBook, Stock"
Grade_26,0.24,43.9,58257.81776765376,1272.0,M, ,45.4,1,3,0
Grade_28,0.179,54.775,69344.0,1245.0,HRB, ,54.775,2,1,0
Grade_28,0.179,54.775,69344.0,1245.0,HRB, ,54.775,2,1,0
Grade_28,0.179,54.775,69344.0,1245.0,HRB, ,54.775,2,1,0
Grade_28,0.179,54.775,69344.0,1245.0,HRB, ,54.775,2,1,0
Grade_28,0.179,54.775,69344.0,1245.0,HRB, ,54.775,2,1,0
Grade_28,0.179,54.775,69344.0,1245.0,HRB, ,54.775,2,1,0
Grade_28,0.179,54.775,69344.0,1245.0,HRB, ,54.775,2,1,0
Grade_28,0.179,54.775,69344.0,1245.0,HRB, ,54.775,2,1,0
Grade_28,0.131,53.9,61357.0,1122.0,M, ,53.9,2,1,0
Grade_28,0.094,53.4,54240.15543071161,998.0,M, ,53.9,2,1,0
Grade_28,0.094,53.4,54240.15543071161,992.0,M, ,53.9,2,1,0
Grade_28,0.094,53.4,54240.15543071161,998.0,M, ,53.9,2,1,0
Grade_28,0.129,49.9,46685.45090180361,860.0,M, ,53.5,2,1,0
Grade_28,0.1,49.625,50181.6523929471,925.0,C, ,53.5,2,1,0
Grade_28,0.1,49.625,50181.6523929471,925.0,C, ,53.5,2,1,0
Grade_28,0.116,48.4,50319.84504132231,927.0,M, ,53.5,2,1,0
Grade_28,0.116,48.4,50319.84504132231,927.0,M, ,53.5,2,1,0
Grade_26,0.076,53.5,46295.0,858.0,HRB, ,53.5,2,1,0
Grade_26,0.076,53.5,46295.0,858.0,HRB, ,53.5,2,1,0
Grade_26,0.076,53.5,46295.0,858.0,HRB, ,53.5,2,1,0
Grade_26,0.076,53.5,46295.0,858.0,HRB, ,53.5,2,1,0
Grade_26,0.076,53.5,46295.0,858.0,HRB, ,53.5,2,1,0
Grade_26,0.076,53.5,46295.0,858.0,HRB, ,53.5,2,1,0
Grade_26,0.183,49.525,52831.317516405856,976.0,C, ,53.5,2,2,0
Grade_26,0.076,53.5,46295.0,858.0,HRB, ,53.5,2,2,0
Grade_26,0.076,53.5,46295.0,858.0,HRB, ,53.5,2,2,0
Grade_26,0.076,53.5,46295.0,858.0,HRB, ,53.5,2,2,0
Grade_26,0.076,53.5,46295.0,858.0,HRB, ,53.5,2,2,0
Grade_26,0.11,52.9,46295.0,868.0,HRB, ,52.9,2,2,0
Grade_26,0.11,52.9,46295.0,867.0,HRB, ,52.9,2,2,0
Grade_26,0.11,52.9,46295.0,867.0,HRB, ,52.9,2,2,0
Grade_26,0.11,52.9,46295.0,868.0,HRB, ,52.9,2,2,0
Grade_26,0.11,52.9,46295.0,867.0,HRB, ,52.9,2,2,0
Grade_26,0.11,52.9,46295.0,868.0,HRB, ,52.9,2,2,0
Grade_26,0.127,51.8,46295.0,886.0,HRB, ,51.8,2,2,0
Grade_26,0.127,51.8,46295.0,886.0,HRB, ,51.8,2,2,0
Grade_26,0.127,51.8,46295.0,886.0,HRB, ,51.8,2,2,0
Grade_26,0.127,51.8,46295.0,886.0,HRB, ,51.8,2,2,0
Grade_26,0.127,51.8,46295.0,886.0,HRB, ,51.8,2,2,0
Grade_26,0.127,51.8,46295.0,886.0,HRB, ,51.8,2,2,0
Grade_26,0.127,51.8,46295.0,886.0,HRB, ,51.8,2,2,0
Grade_26,0.127,51.8,46295.0,886.0,HRB, ,51.8,2,2,0
Grade_26,0.127,51.8,46295.0,886.0,HRB, ,51.8,2,2,0
Grade_26,0.127,51.8,46295.0,886.0,HRB, ,51.8,2,2,0
Grade_26,0.127,51.8,46295.0,886.0,HRB, ,51.8,2,2,0
Grade_26,0.169,50.9,46295.0,899.0,HRB, ,50.9,2,2,0
Grade_26,0.169,50.9,46295.0,899.0,HRB, ,50.9,2,2,0
Grade_26,0.169,50.9,46295.0,899.0,HRB, ,50.9,2,2,0
Grade_26,0.169,50.9,46295.0,899.0,HRB, ,50.9,2,2,0
Grade_26,0.169,50.9,46295.0,899.0,HRB, ,50.9,2,2,0
Grade_26,0.169,50.9,46295.0,899.0,HRB, ,50.9,2,2,0
Grade_26,0.169,50.9,46295.0,899.0,HRB, ,50.9,2,3,0
Grade_26,0.096,49.525,49868.81373043918,980.0,C, ,50.5,2,3,0
Grade_26,0.1,50.5,47502.0,933.0,M, ,50.5,2,3,0
Grade_26,0.1,49.3,47502.0,956.0,M, ,49.3,2,3,0
Grade_26,0.121,48.4,45803.0,940.0,HRB, ,48.4,2,3,0
Grade_26,0.121,48.4,45803.0,940.0,HRB, ,48.4,2,3,0
Grade_26,0.121,48.4,45803.0,940.0,HRB, ,48.4,2,3,0
Grade_26,0.121,48.4,45803.0,940.0,HRB, ,48.4,2,3,0
Grade_26,0.175,44.9,60193.90423162584,1270.0,M, ,46.9,2,3,0
Grade_26,0.24,43.9,58257.81776765376,1272.0,M, ,45.4,2,3,0
Grade_26,0.24,43.9,56333.0,1272.0,M, ,43.9,2,3,0
