Grade,Gauge,OrderWidth,Weight,CoilLength,EdgeCode,CleanSteelCategory,CastWidth,Caster,RollerCampaign,"MustCast, OrderBook, Stock"
Grade_28,0.116,55.65,80248.94296495958,1276.68,M, ,61.938,1,1,0
Grade_28,0.116,55.65,80248.94296495958,1276.68,M, ,61.938,1,1,0
Grade_28,0.116,55.65,80248.94296495958,1276.68,M, ,61.938,1,1,0
Grade_28,0.155,61.938,46547.0,740.52,C, ,61.938,1,2,2
Grade_28,0.116,55.65,80248.94296495958,1276.68,M, ,61.938,1,2,0
Grade_28,0.116,55.65,80248.94296495958,1276.68,M, ,61.938,1,2,0
Grade_11,0.14,61.525,51118.85841527834,813.24,C, ,61.938,1,2,0
Grade_11,0.146,61.525,51118.85841527834,813.24,C, ,61.938,1,2,0
Grade_11,0.14,61.525,51118.85841527834,813.24,C, ,61.938,1,2,0
Grade_11,0.12,61.525,51118.85841527834,813.24,C, ,61.938,1,2,0
Grade_11,0.1,61.625,44231.52136308317,703.68,C, ,61.938,1,2,0
Grade_11,0.095,61.813,48003.87889278954,763.68,C, ,61.938,1,2,0
Grade_11,0.095,61.813,48090.052804426254,765.12,C, ,61.938,1,2,0
Grade_11,0.095,61.813,73036.39820102567,1161.96,C, ,61.938,1,2,0
Grade_11,0.095,61.813,73036.39820102567,1161.96,C, ,61.938,1,2,0
Grade_11,0.095,61.813,47993.0,765.12,C, ,61.813,1,2,0
Grade_11,0.087,61.813,48326.0,770.4,C, ,61.813,1,2,0
Grade_11,0.085,61.813,47429.0,756.12,C, ,61.813,1,2,0
Grade_11,0.08,61.813,46589.0,742.68,C, ,61.813,1,2,0
Grade_11,0.125,61.088,50778.0,819.12,C, ,61.088,1,2,0
Grade_11,0.125,61.088,50778.0,819.12,C, ,61.088,1,2,0
Grade_11,0.125,61.088,50778.0,819.12,C, ,61.088,1,2,0
Grade_11,0.125,61.088,50778.0,819.12,C, ,61.088,1,2,0
Grade_11,0.125,61.088,50778.0,819.12,C, ,61.088,1,2,0
Grade_11,0.125,61.088,50778.0,819.12,C, ,61.088,1,2,0
Grade_11,0.125,61.088,50778.0,819.12,C, ,61.088,1,2,0
Grade_11,0.08,59.813,72889.0,1200.84,C, ,59.813,1,2,0
Grade_11,0.08,59.813,72889.0,1200.84,C, ,59.813,1,2,0
Grade_11,0.083,59.625,51624.0,853.2,C, ,59.625,1,2,0
Grade_11,0.255,58.225,52365.0,886.2,C, ,58.225,1,3,1
Grade_11,0.185,53.338,54431.92958116165,921.84,C, ,58.188,1,3,0
Grade_11,0.08,58.188,45065.0,763.2,C, ,58.188,1,3,0
Grade_11,0.085,57.625,42315.0,723.6,C, ,57.625,1,3,0
Grade_11,0.135,54.4,48022.984834558825,843.12,C, ,56.125,1,3,0
Grade_11,0.135,54.4,46739.51976102941,843.12,C, ,54.625,1,3,0
Grade_11,0.135,54.4,46547.0,843.12,C, ,54.4,1,3,0
Grade_11,0.135,54.4,46547.0,843.12,C, ,54.4,1,3,0
Grade_11,0.135,54.4,46547.0,843.12,C, ,54.4,1,3,0
Grade_11,0.19,52.775,46657.24869729986,869.16,C, ,52.9,1,3,0
Grade_11,0.155,52.713,47535.0,888.6,C, ,52.713,1,3,0
Grade_11,0.131,49.525,52508.706996466426,1010.28,C, ,51.213,1,3,0
Grade_11,0.16,62.275,54022.28020875151,826.92,C, ,64.375,2,1,0
Grade_11,0.11,64.375,46015.0,704.4,C, ,64.375,2,1,0
Grade_11,0.1,63.188,51300.34126732924,791.88,C, ,63.838,2,1,0
Grade_11,0.201,62.256,49898.56007453096,770.28,C, ,63.838,2,1,0
Grade_11,0.156,62.056,50059.37791672039,772.68,C, ,63.838,2,1,0
Grade_11,0.156,62.056,50059.37791672039,772.68,C, ,63.838,2,1,0
Grade_11,0.266,61.725,52516.2570109356,810.6,C, ,63.838,2,1,0
Grade_11,0.216,61.725,49233.60311057108,759.96,C, ,63.838,2,1,0
Grade_11,0.256,61.725,52516.2570109356,810.6,C, ,63.838,2,1,0
Grade_11,0.216,61.725,49233.60311057108,759.96,C, ,63.838,2,1,0
Grade_11,0.18,61.713,47840.48456565067,738.48,C, ,63.838,2,1,0
Grade_11,0.176,61.713,46505.26116053344,735.12,C, ,62.338,2,1,0
Grade_11,0.175,61.713,46392.3507850858,735.12,C, ,62.188,2,1,0
Grade_11,0.175,61.713,46392.3507850858,735.12,C, ,62.188,2,1,0
Grade_11,0.155,61.713,46108.18025375529,730.56,C, ,62.188,2,1,0
Grade_11,0.141,61.713,73156.75397404113,1163.88,C, ,61.938,2,1,0
Grade_11,0.11,61.813,45041.90118583469,716.64,C, ,61.938,2,1,0
Grade_11,0.11,61.813,68571.38715157006,1090.92,C, ,61.938,2,1,0
Grade_11,0.11,61.813,48439.75856211477,770.64,C, ,61.938,2,1,0
Grade_11,0.11,61.813,48439.75856211477,770.64,C, ,61.938,2,1,0
Grade_11,0.11,61.813,45041.90118583469,716.64,C, ,61.938,2,1,0
Grade_11,0.11,61.813,68571.38715157006,1090.92,C, ,61.938,2,1,0
Grade_11,0.11,61.813,68571.38715157006,1090.92,C, ,61.938,2,1,0
Grade_11,0.11,61.813,48439.75856211477,770.64,C, ,61.938,2,1,0
Grade_11,0.175,61.713,46205.85037188275,735.12,C, ,61.938,2,1,0
Grade_11,0.176,61.713,49286.039667493074,784.08,C, ,61.938,2,1,0
Grade_11,0.175,61.713,46205.85037188275,735.12,C, ,61.938,2,1,0
Grade_11,0.155,61.713,45922.82222546303,730.56,C, ,61.938,2,1,0
Grade_11,0.155,61.713,45922.82222546303,730.56,C, ,61.938,2,1,0
Grade_11,0.176,61.525,51118.85841527834,813.24,C, ,61.938,2,2,0
Grade_11,0.14,61.525,51118.85841527834,813.24,C, ,61.938,2,2,0
Grade_11,0.14,61.525,51118.85841527834,813.24,C, ,61.938,2,2,0
Grade_11,0.121,61.525,51118.85841527834,813.24,C, ,61.938,2,2,0
Grade_11,0.14,61.525,51118.85841527834,813.24,C, ,61.938,2,2,0
Grade_11,0.14,61.525,51118.85841527834,813.24,C, ,61.938,2,2,0
Grade_11,0.176,61.525,51118.85841527834,813.24,C, ,61.938,2,2,0
Grade_11,0.125,61.088,51484.54301990571,819.12,C, ,61.938,2,2,0
Grade_11,0.095,61.813,73036.39820102567,1161.96,C, ,61.938,2,2,0
Grade_11,0.087,61.813,48423.72620646142,770.4,C, ,61.938,2,2,0
Grade_11,0.08,61.938,46547.0,740.52,C, ,61.938,2,2,0
Grade_11,0.08,61.938,46547.0,740.52,C, ,61.938,2,2,0
Grade_11,0.08,61.813,47209.0,752.64,C, ,61.813,2,2,0
Grade_11,0.08,61.813,46719.0,744.84,C, ,61.813,2,2,0
Grade_11,0.08,61.813,47209.0,752.64,C, ,61.813,2,2,0
Grade_11,0.085,61.375,47604.0,764.28,C, ,61.375,2,2,0
Grade_11,0.125,61.088,50778.0,819.12,C, ,61.088,2,2,0
Grade_11,0.125,61.088,50778.0,819.12,C, ,61.088,2,2,0
Grade_11,0.125,61.088,50778.0,819.12,C, ,61.088,2,2,0
Grade_11,0.125,61.088,50778.0,819.12,C, ,61.088,2,2,0
Grade_11,0.125,61.088,50778.0,819.12,C, ,61.088,2,2,0
Grade_11,0.125,61.088,50778.0,819.12,C, ,61.088,2,2,0
Grade_11,0.175,60.4,46998.0,766.8,C, ,60.4,2,2,0
Grade_11,0.255,58.225,53793.177243452126,886.2,C, ,59.813,2,2,0
Grade_11,0.165,57.525,44174.843546284224,730.08,C, ,59.625,2,2,0
Grade_11,0.08,58.188,45065.0,763.2,C, ,58.188,2,2,0
Grade_11,0.16,53.9,49328.09432282004,835.32,C, ,58.188,2,3,0
Grade_11,0.08,58.188,45065.0,763.2,C, ,58.188,2,3,0
Grade_11,0.08,58.063,72889.0,1237.08,C, ,58.063,2,3,0
Grade_11,0.085,56.688,47584.0,827.16,C, ,56.688,2,3,0
Grade_11,0.135,54.4,47221.24698529412,843.12,C, ,55.188,2,3,0
Grade_11,0.135,54.4,46547.0,843.12,C, ,54.4,2,3,0
Grade_11,0.135,54.4,46547.0,843.12,C, ,54.4,2,3,0
Grade_11,0.135,54.4,46547.0,843.12,C, ,54.4,2,3,0
Grade_11,0.155,53.213,47535.0,880.32,C, ,53.213,2,3,0
Grade_11,0.155,52.713,47535.0,888.6,C, ,52.713,2,3,0
Grade_11,0.195,52.275,45615.0,859.92,C, ,52.275,2,3,0
Grade_11,0.131,49.525,52059.62544169611,1010.28,C, ,50.775,2,3,0
